platform,content_type,industry,posting_hour,caption_length,cta,influencer,reach,engagement
LinkedIn,Post,Gaming,14,195,0,0,19842,4.16
Facebook,Post,RealEstate,17,150,0,0,19973,3.21
Facebook,Video,Food,15,144,0,0,22137,3.32
YouTube,Live,Sports,14,220,1,1,59386,7.75
Instagram,Post,Fashion,21,111,0,0,20730,4.42
Twitter,Tweet,Fashion,12,240,1,1,30214,5.25
YouTube,Live,Food,17,167,1,0,29336,6.28
Instagram,Image,EdTech,6,160,0,0,37269,4.09
Twitter,Thread,Fashion,12,190,1,0,36393,4.76
LinkedIn,Post,Travel,21,69,0,0,31576,4.64
Facebook,Post,Tech,20,226,0,1,34172,5.13
Facebook,Video,Healthcare,7,91,0,0,29207,4.32
YouTube,Live,FinTech,20,84,0,1,44182,8.49
Facebook,Image,RealEstate,9,62,0,1,32016,3.92
Instagram,Carousel,Fitness,19,195,1,0,43793,5.92
Facebook,Video,Fashion,14,179,1,1,28825,5.88
Twitter,Tweet,Tech,21,73,1,0,23940,4.16
Twitter,Tweet,FinTech,7,176,0,1,27008,3.92
Instagram,Carousel,Entertainment,16,160,1,1,26753,5.29
LinkedIn,Article,Healthcare,17,150,0,1,38681,4.96
Twitter,Thread,RealEstate,7,130,0,0,25311,2.92
Facebook,Video,Fitness,12,106,0,0,33368,4.77
YouTube,Live,Healthcare,12,200,1,0,48381,6.33
Twitter,Thread,Food,13,239,1,0,27311,3.8
Instagram,Reel,Beauty,15,152,0,0,17453,4.43
Instagram,Post,EdTech,11,218,1,0,31791,3.7
Instagram,Post,Food,22,182,1,0,24814,4.21
Twitter,Tweet,Sports,11,57,0,1,22159,4.26
Facebook,Video,Gaming,16,242,1,0,23234,3.91
Twitter,Thread,Travel,19,60,1,1,26699,6.14
YouTube,Live,Fashion,8,108,1,1,41896,6.53
LinkedIn,Post,Healthcare,23,136,1,0,27058,3.75
Facebook,Image,RealEstate,21,137,0,0,35843,4.15
YouTube,Shorts,Gaming,8,116,0,0,32219,5.08
YouTube,Shorts,FinTech,15,202,0,1,49833,6.82
Facebook,Post,Food,13,194,0,1,35455,4.57
YouTube,Video,RealEstate,19,177,1,0,39526,7.07
LinkedIn,Article,Food,16,172,1,0,25392,3.21
Facebook,Image,Sports,12,104,1,1,21381,5.68
Instagram,Image,Fashion,16,136,0,0,21738,3.83
YouTube,Video,Entertainment,19,125,1,0,29788,7.2
Instagram,Carousel,Beauty,13,217,0,0,27309,3.49
YouTube,Video,RealEstate,18,200,0,1,60884,8.18
Facebook,Video,Food,6,201,0,0,27130,3.73
Instagram,Reel,RealEstate,6,199,0,0,32528,4.62
LinkedIn,Post,Fashion,9,88,0,1,32735,4.92
Facebook,Post,Entertainment,6,53,0,0,27368,2.92
YouTube,Shorts,Fashion,12,93,1,0,49952,6.9
Facebook,Image,FinTech,14,153,1,1,30762,5.52
Instagram,Carousel,Food,13,237,1,0,24119,4.76
Instagram,Reel,FinTech,20,221,1,0,41552,6.61
Instagram,Reel,Food,16,81,0,1,48747,5.95
Twitter,Thread,Healthcare,21,192,1,1,49204,6.11
Facebook,Post,Entertainment,18,79,0,0,29025,4.38
YouTube,Shorts,Food,17,90,1,0,34347,6.6
YouTube,Video,RealEstate,12,126,0,1,41760,6.57
YouTube,Video,Healthcare,10,201,0,0,35529,5.91
LinkedIn,Article,Entertainment,9,149,1,0,17935,4.43
Instagram,Post,Healthcare,23,140,0,0,31452,3.78
Instagram,Reel,Food,13,198,1,0,42487,6.35
Instagram,Post,Gaming,12,115,0,0,33778,4.06
LinkedIn,Post,FinTech,7,101,1,0,21639,2.75
Instagram,Carousel,Sports,14,178,1,1,30931,5.57
LinkedIn,Article,FinTech,15,248,1,0,19145,3.7
Instagram,Post,Beauty,11,123,0,1,23347,4.21
Facebook,Image,Beauty,14,58,0,1,24879,4.3
Facebook,Post,Fitness,12,108,0,1,26317,4.61
LinkedIn,Post,Beauty,9,148,0,0,16205,2.76
Facebook,Post,Fitness,21,180,1,0,21914,3.95
Instagram,Post,EdTech,11,115,0,0,34579,3.78
Twitter,Tweet,Entertainment,19,175,1,0,33823,5.39
Facebook,Video,EdTech,16,80,0,0,29304,4.24
YouTube,Live,FinTech,13,250,0,1,52816,7.02
LinkedIn,Post,Fitness,8,174,0,0,22539,2.98
Twitter,Thread,Fashion,21,236,1,1,47283,5.83
YouTube,Video,Healthcare,21,126,0,1,41275,7.74
YouTube,Video,Tech,13,56,1,1,45652,7.59
Instagram,Image,EdTech,19,64,0,0,26727,4.36
Facebook,Video,Healthcare,17,217,1,1,40437,6.17
Instagram,Reel,RealEstate,8,157,1,0,42316,4.71
Twitter,Tweet,Healthcare,16,152,0,0,28735,3.09
YouTube,Video,Sports,11,170,1,1,57886,6.96
Instagram,Reel,Gaming,23,178,1,0,44603,6.06
Twitter,Thread,Beauty,17,147,0,0,21941,3.44
Facebook,Post,EdTech,23,163,0,1,32566,4.06
YouTube,Shorts,Gaming,10,72,0,0,26575,5.4
Facebook,Image,Tech,22,136,0,0,21340,3.22
Twitter,Tweet,EdTech,16,105,0,1,22941,3.34
Instagram,Image,Healthcare,9,115,1,0,29306,3.69
Facebook,Video,Gaming,17,64,1,1,36902,4.79
Facebook,Image,RealEstate,21,205,1,0,40048,4.53
Facebook,Post,Tech,22,96,1,0,31680,3.74
YouTube,Video,EdTech,15,70,0,0,42614,5.62
Twitter,Thread,Gaming,22,235,0,1,30830,3.51
LinkedIn,Post,Gaming,22,237,0,1,18026,3.95
Instagram,Carousel,Entertainment,11,175,1,0,28157,4.23
Twitter,Tweet,Sports,15,140,0,0,18015,2.73
LinkedIn,Article,Fitness,13,81,1,0,25757,4.45
LinkedIn,Article,FinTech,13,133,1,0,25742,4.54
Twitter,Tweet,Sports,23,120,1,0,17643,3.08
Twitter,Tweet,Tech,8,218,0,1,24131,3.55
YouTube,Video,Fashion,6,231,1,1,45119,7.07
YouTube,Shorts,FinTech,9,180,0,1,49809,7.42
Twitter,Tweet,Fashion,20,178,0,0,34427,3.7
LinkedIn,Article,FinTech,10,70,0,0,21766,3.47
Instagram,Image,Fitness,20,206,1,1,40190,6.18
LinkedIn,Article,Gaming,8,226,0,0,16257,3.33
LinkedIn,Post,Food,11,86,0,1,36118,4.44
YouTube,Shorts,Fashion,16,210,0,1,28523,5.55
YouTube,Shorts,EdTech,22,75,0,1,26365,6.29
Twitter,Thread,Tech,11,164,0,1,36792,4.63
Instagram,Carousel,FinTech,9,162,1,1,22693,4.88
YouTube,Video,RealEstate,19,211,0,1,49553,7.37
Instagram,Image,Fitness,21,106,0,1,33237,5.88
Instagram,Carousel,Fitness,15,162,1,1,29425,5.36
LinkedIn,Post,Food,18,211,1,0,32697,4.78
Instagram,Post,Fitness,12,178,0,0,23018,3.78
Twitter,Thread,Fashion,8,103,0,0,22166,3.48
LinkedIn,Article,RealEstate,17,60,0,1,37993,4.44
Facebook,Image,Entertainment,22,186,0,1,28067,4.5
Instagram,Image,FinTech,21,113,1,1,30964,6.79
Instagram,Reel,EdTech,10,159,0,0,31979,3.76
Instagram,Reel,Sports,8,204,0,0,31041,4.84
YouTube,Live,Entertainment,10,59,0,1,28436,5.81
YouTube,Shorts,Gaming,8,178,1,1,56819,7.98
LinkedIn,Article,EdTech,19,68,0,0,20488,4.61
Twitter,Tweet,Beauty,6,222,0,1,19064,4.1
Twitter,Tweet,Entertainment,6,50,0,1,22132,3.79
Facebook,Post,Sports,19,82,1,0,29109,4.58
LinkedIn,Post,Gaming,19,134,0,0,19341,3.83
Instagram,Carousel,Gaming,22,54,0,0,29641,4.13
Twitter,Thread,Entertainment,17,61,0,1,26194,4.68
Facebook,Image,Entertainment,17,76,1,0,30463,4.48
LinkedIn,Post,Fashion,11,226,0,0,26602,3.02
YouTube,Video,Healthcare,23,83,1,1,45984,7.12
LinkedIn,Post,Gaming,10,121,1,1,24513,4.39
YouTube,Live,Entertainment,20,170,0,1,40170,7.59
Instagram,Reel,Sports,7,80,0,0,25265,4.38
Twitter,Tweet,Fashion,16,96,1,0,22690,3.33
YouTube,Video,Travel,10,177,1,1,28952,6.68
Instagram,Carousel,Healthcare,20,224,1,1,31769,6.38
Twitter,Thread,Fitness,14,70,0,1,40933,4.97
Facebook,Post,Sports,22,246,1,0,33500,3.82
YouTube,Video,Travel,21,92,1,1,55586,8.87
Twitter,Tweet,Fitness,22,88,1,0,26432,3.28
Facebook,Video,Sports,8,241,1,0,36486,4.8
Facebook,Video,FinTech,19,139,0,1,41782,7.02
Twitter,Tweet,FinTech,18,91,0,1,28709,5.52
LinkedIn,Post,Beauty,19,158,0,1,29643,5.66
LinkedIn,Post,EdTech,17,224,1,1,24365,4.38
Facebook,Post,Fitness,20,201,0,1,28466,5.49
YouTube,Live,Healthcare,22,188,1,1,26418,6.47
YouTube,Video,RealEstate,7,151,0,0,31963,5.7
Twitter,Thread,Healthcare,9,57,1,0,30158,3.91
LinkedIn,Article,Sports,21,207,1,0,35777,5.31
Instagram,Post,EdTech,23,95,0,0,31637,3.91
YouTube,Live,Fitness,13,143,1,1,29062,7.12
Facebook,Image,Healthcare,11,109,1,1,30783,5.35
Twitter,Tweet,Food,17,191,1,1,28312,4.66
Facebook,Video,Food,13,143,1,1,38830,6.07
Instagram,Image,Entertainment,14,78,1,1,24971,5.54
LinkedIn,Article,Sports,8,106,1,1,24129,5.29
LinkedIn,Article,RealEstate,13,111,1,1,38587,6.31
LinkedIn,Article,Sports,10,159,0,1,34776,4.64
Facebook,Post,Sports,17,187,1,1,34248,4.76
LinkedIn,Article,RealEstate,7,180,0,0,24779,3.61
Twitter,Tweet,Fitness,15,140,0,1,22905,4.51
YouTube,Shorts,Fashion,20,221,1,1,59726,8.05
Facebook,Image,Healthcare,6,170,1,1,28919,4.69
LinkedIn,Article,Entertainment,23,201,1,1,44457,5.69
LinkedIn,Article,Food,23,140,0,1,39240,4.66
YouTube,Video,Food,15,161,1,1,47840,7.45
YouTube,Live,EdTech,14,190,1,0,44954,6.24
Twitter,Tweet,Travel,13,121,0,0,29279,3.32
Twitter,Thread,Fashion,11,191,0,0,29185,3.89
YouTube,Video,Fitness,22,114,0,1,28508,6.23
YouTube,Shorts,Gaming,17,97,0,1,35684,6.44
Facebook,Video,Travel,11,223,0,0,29896,4.1
Facebook,Image,Travel,8,109,0,1,18670,3.8
Twitter,Tweet,Travel,15,152,1,0,16414,3.13
Instagram,Post,Sports,9,135,0,1,21421,4.55
Instagram,Carousel,FinTech,12,202,1,1,28220,5.62
Facebook,Post,Sports,20,198,1,1,39203,6.41
Instagram,Image,Healthcare,8,241,1,0,29481,4.62
LinkedIn,Article,Entertainment,14,59,0,1,40924,4.86
Instagram,Carousel,Food,10,58,0,0,25800,3.54
Instagram,Carousel,Travel,18,86,0,1,28757,5.97
Twitter,Tweet,Beauty,19,102,1,0,40612,5.11
Twitter,Thread,Tech,7,246,1,1,42280,5.09
Instagram,Carousel,Fashion,7,61,1,0,17946,4.12
Facebook,Post,Entertainment,20,161,0,0,30075,4.67
Twitter,Tweet,Healthcare,13,212,0,1,31109,4.67
LinkedIn,Article,Beauty,8,83,1,1,33813,4.73
Instagram,Image,Gaming,13,145,0,0,30691,4.18
Twitter,Thread,FinTech,23,125,0,0,20197,3.88
Twitter,Tweet,RealEstate,15,87,1,1,31279,4.22
Instagram,Reel,Tech,9,109,0,1,26155,5.85
YouTube,Live,Travel,22,84,1,0,39959,5.9
Facebook,Video,Fashion,11,86,0,1,28430,4.07
YouTube,Video,RealEstate,12,102,0,1,44396,7.11
YouTube,Shorts,Gaming,6,229,0,1,43216,6.62
LinkedIn,Post,Beauty,9,133,1,1,22539,4.3
LinkedIn,Post,Fashion,6,133,0,1,22954,3.54
Instagram,Carousel,Gaming,11,85,0,1,26888,4.15
Twitter,Tweet,Healthcare,12,154,0,0,32172,3.71
Twitter,Thread,Beauty,7,190,0,0,34348,4.09
Instagram,Reel,Travel,10,90,0,0,41196,5.35
Instagram,Carousel,RealEstate,17,244,1,0,21969,3.46
Twitter,Thread,EdTech,19,157,0,1,38175,5.84
Twitter,Tweet,Beauty,21,221,0,1,19284,4.73
Twitter,Tweet,Tech,14,80,0,1,32631,4.17
Facebook,Post,Fitness,6,185,1,0,27657,3.52
Facebook,Post,Fitness,21,77,1,0,31741,5.18
LinkedIn,Article,Travel,15,186,0,0,30002,3.98
YouTube,Video,Food,19,177,0,1,56061,7.66
YouTube,Live,Gaming,7,69,1,0,33711,5.97
Facebook,Image,Beauty,20,59,1,0,40189,5.09
Instagram,Reel,Entertainment,9,212,1,0,44643,5.53
Instagram,Reel,Entertainment,23,164,0,0,41134,5.27
Instagram,Carousel,RealEstate,19,237,1,1,26227,5.69
Instagram,Carousel,Beauty,12,220,0,0,28714,4.11
Instagram,Carousel,Healthcare,23,210,0,0,28615,3.07
Facebook,Post,Tech,15,79,0,0,16044,3.18
Twitter,Thread,Fitness,21,107,0,0,22770,4.41
YouTube,Video,Beauty,21,211,0,0,30709,6.68
Instagram,Carousel,Fashion,18,99,0,1,35883,5.38
YouTube,Shorts,FinTech,7,238,0,1,41668,5.91
LinkedIn,Article,Gaming,12,120,1,0,25638,3.86
YouTube,Shorts,Beauty,19,221,0,0,45574,6.65
YouTube,Video,Healthcare,12,70,0,1,43991,6.93
Instagram,Carousel,Travel,14,224,0,0,18789,3.83
Twitter,Tweet,Sports,19,150,0,0,22721,4.53
YouTube,Shorts,RealEstate,6,246,1,1,32144,6.66
LinkedIn,Article,Entertainment,16,101,0,0,21426,4.17
Instagram,Image,Tech,21,136,0,0,30222,5.35
LinkedIn,Post,Gaming,13,59,1,1,28951,4.32
Facebook,Image,EdTech,9,92,1,1,36257,4.74
Instagram,Carousel,Food,15,179,1,0,33406,3.84
Facebook,Image,Tech,21,214,0,0,32135,3.24
LinkedIn,Article,Healthcare,7,63,1,0,28534,3.52
Twitter,Tweet,FinTech,7,238,0,1,26718,4.11
Facebook,Video,Entertainment,6,231,0,1,31578,5.81
Facebook,Video,Tech,9,147,1,0,36555,4.86
Twitter,Tweet,FinTech,18,62,1,0,30209,4.63
LinkedIn,Post,FinTech,6,150,1,1,27830,4.49
Facebook,Image,Fashion,18,173,0,1,34431,6.07
Instagram,Carousel,FinTech,10,250,1,0,32882,4.86
Instagram,Carousel,Entertainment,21,188,1,0,27938,4.97
YouTube,Video,RealEstate,17,221,1,1,41866,6.2
LinkedIn,Post,Food,8,147,0,1,29385,3.16
Twitter,Tweet,Beauty,21,97,0,1,38158,5.53
Twitter,Thread,Travel,8,186,1,0,19180,3.78
Twitter,Thread,RealEstate,12,103,1,1,39719,5.47
Twitter,Tweet,Tech,23,213,0,1,19147,3.08
YouTube,Shorts,EdTech,21,199,1,0,48217,6.9
Facebook,Image,Fitness,12,67,0,0,15722,3.68
Facebook,Image,Tech,13,235,0,1,24228,4.88
Instagram,Carousel,Food,13,80,1,0,33311,4.44
Facebook,Image,Healthcare,23,186,0,0,17942,2.79
Instagram,Reel,Fashion,23,249,1,0,32821,4.99
Twitter,Thread,RealEstate,13,178,0,1,30263,5.38
Instagram,Post,Sports,20,224,1,0,22888,5.3
Facebook,Post,Entertainment,23,119,0,0,19559,3.44
LinkedIn,Post,Sports,19,61,1,1,35775,5.34
YouTube,Video,EdTech,12,155,1,0,29513,5.42
Twitter,Tweet,Entertainment,6,135,0,1,21094,3.59
Facebook,Post,Healthcare,7,167,0,0,18382,2.85
Instagram,Image,Gaming,7,236,1,0,33571,4.14
Facebook,Image,Entertainment,18,79,0,0,26154,5.71
Facebook,Post,FinTech,12,206,1,0,34043,4.58
Instagram,Carousel,Entertainment,10,216,0,0,26877,4.59
LinkedIn,Article,RealEstate,19,54,0,1,29046,6.03
Facebook,Image,Sports,6,186,1,0,24015,3.45
LinkedIn,Post,Tech,10,117,0,0,21889,3.14
Twitter,Tweet,Healthcare,9,224,1,1,21924,5.01
Twitter,Tweet,RealEstate,17,148,1,0,25874,4.03
YouTube,Video,Fitness,17,228,1,1,44993,6.77
Instagram,Image,Entertainment,20,95,1,1,41861,6.3
YouTube,Video,Food,14,93,0,0,37242,5.53
Twitter,Thread,Beauty,9,199,0,0,17616,3.63
Twitter,Tweet,Beauty,7,98,1,0,32892,3.92
LinkedIn,Article,Food,18,133,0,0,35075,4.82
YouTube,Video,Gaming,6,104,1,0,46669,5.73
Instagram,Reel,EdTech,17,218,0,0,35477,4.94
Facebook,Post,FinTech,21,176,1,0,24563,5.07
YouTube,Video,Fitness,22,133,1,1,35799,7.03
YouTube,Shorts,Fitness,15,71,0,0,40179,5.57
Twitter,Thread,Food,13,187,1,0,33074,4.33
YouTube,Live,FinTech,21,190,0,0,31593,7.1
YouTube,Video,Fitness,13,162,0,0,30410,6.39
YouTube,Live,FinTech,21,81,0,0,39189,6.31
Instagram,Carousel,Entertainment,13,92,0,1,31939,4.7
Instagram,Image,Healthcare,8,58,0,0,22663,3.4
LinkedIn,Post,FinTech,6,221,1,0,22801,3.79
Facebook,Post,Tech,10,145,1,1,21451,4.76
LinkedIn,Post,EdTech,21,56,0,0,29512,3.94
LinkedIn,Article,RealEstate,10,189,1,1,30745,5.2
Instagram,Carousel,Tech,18,165,0,1,33909,5.57
YouTube,Video,Beauty,15,226,0,1,50581,6.85
YouTube,Shorts,Food,17,138,0,0,32005,5.63
Facebook,Video,Fashion,12,111,0,0,28469,4.47
Instagram,Post,Fashion,7,164,0,0,27454,3.59
LinkedIn,Article,Food,9,212,0,0,24539,4.13
LinkedIn,Article,Food,11,73,0,1,32429,4.37
Facebook,Post,Travel,22,187,0,0,28423,3.36
Instagram,Post,FinTech,14,100,0,0,28943,4.07
Facebook,Image,EdTech,7,113,0,1,28307,4.37
Twitter,Tweet,Travel,15,222,1,0,25999,3.04
YouTube,Video,EdTech,23,65,0,1,43474,6.54
LinkedIn,Article,Beauty,18,82,1,1,49274,6.74
Twitter,Thread,Fitness,19,78,1,1,29970,5.63
Twitter,Thread,Travel,19,122,0,1,30388,4.97
Facebook,Image,Tech,11,142,0,0,15678,2.68
LinkedIn,Article,Beauty,14,141,1,1,25700,5.23
Instagram,Image,EdTech,20,116,1,0,29888,5.44
Facebook,Post,Fitness,22,193,0,1,30917,3.64
Instagram,Image,Sports,17,62,1,1,25601,4.88
Facebook,Image,Entertainment,15,232,0,0,19867,3.45
Twitter,Thread,Fashion,14,183,0,0,22415,4.07
Twitter,Thread,Tech,19,95,1,1,42544,5.85
Twitter,Tweet,Beauty,8,218,0,1,19910,3.88
LinkedIn,Post,Tech,9,154,1,1,32604,4.54
YouTube,Video,RealEstate,11,186,1,1,33873,6.91
Facebook,Post,Beauty,17,221,1,0,18773,3.62
LinkedIn,Post,Tech,18,226,0,0,22176,5.09
YouTube,Live,Sports,10,51,0,0,33732,5.82
Instagram,Post,Beauty,16,154,1,0,40725,4.99
YouTube,Shorts,Fashion,19,147,0,1,47083,7.5
LinkedIn,Article,Food,12,199,1,0,32524,4.67
Instagram,Image,EdTech,22,176,0,0,19496,2.97
LinkedIn,Article,Beauty,11,67,0,1,32359,4.28
Facebook,Video,Entertainment,10,54,0,0,36360,4.76
Twitter,Tweet,Beauty,23,56,0,0,18742,2.59
Twitter,Thread,Healthcare,10,88,0,0,26630,4.07
Instagram,Carousel,RealEstate,9,205,0,0,23119,3.0
Twitter,Thread,Food,10,66,1,1,31836,4.38
Twitter,Tweet,Gaming,14,172,0,1,34722,4.26
YouTube,Video,Beauty,14,94,1,1,27749,7.57
YouTube,Live,Sports,21,225,0,1,38655,8.07
Instagram,Post,Travel,11,133,1,0,34281,4.18
Facebook,Video,Beauty,6,99,0,0,22635,3.83
Instagram,Carousel,Entertainment,7,195,1,1,22517,4.95
YouTube,Video,Gaming,13,221,1,1,46895,7.47
Instagram,Carousel,Gaming,13,249,1,0,29726,4.23
Twitter,Thread,Food,11,161,1,0,21825,3.44
Twitter,Tweet,FinTech,10,204,1,1,41286,4.71
Facebook,Video,Entertainment,13,136,1,0,31360,4.37
Instagram,Reel,Travel,6,187,1,1,28288,6.95
YouTube,Shorts,Food,12,139,0,0,37879,5.96
YouTube,Video,RealEstate,23,139,1,0,28995,5.69
YouTube,Live,Fitness,19,140,0,0,29288,7.0
YouTube,Shorts,Beauty,11,210,1,1,54119,7.59
Instagram,Image,Gaming,11,140,0,1,37517,4.95
YouTube,Live,Travel,18,157,1,0,41189,7.4
LinkedIn,Post,Beauty,7,235,1,0,26727,3.93
Twitter,Thread,Gaming,17,213,0,1,23306,3.61
LinkedIn,Post,Food,23,100,0,1,32765,3.79
YouTube,Video,Fitness,13,163,0,0,34527,5.74
YouTube,Live,Food,17,239,1,0,30757,6.49
Facebook,Post,Sports,14,97,0,0,30842,3.65
YouTube,Video,Beauty,8,210,0,1,36943,6.84
YouTube,Video,EdTech,8,247,0,0,24001,5.71
Instagram,Reel,Fitness,20,142,0,1,43301,6.66
Twitter,Tweet,Beauty,23,122,1,0,27926,3.07
LinkedIn,Article,Beauty,17,205,1,0,34378,4.62
Twitter,Tweet,Gaming,7,181,0,0,17769,2.49
LinkedIn,Post,EdTech,11,226,0,0,22820,3.05
Twitter,Thread,Gaming,19,229,1,1,37397,5.69
Twitter,Tweet,Beauty,11,105,0,1,21635,3.67
YouTube,Video,RealEstate,21,230,1,1,32349,8.18
YouTube,Live,RealEstate,20,108,0,1,56887,7.39
Instagram,Post,Tech,16,159,0,1,30566,4.12
Instagram,Image,RealEstate,22,130,1,1,33292,5.11
Instagram,Reel,EdTech,15,120,0,1,25553,5.46
Instagram,Post,EdTech,8,213,1,1,35967,4.68
YouTube,Video,Healthcare,6,206,1,0,34393,5.62
Instagram,Image,RealEstate,17,157,1,0,19902,3.97
Facebook,Video,Entertainment,17,238,1,0,24019,4.88
Twitter,Thread,Tech,6,191,0,1,34355,4.9
Instagram,Carousel,RealEstate,12,164,0,1,33955,4.81
Twitter,Tweet,Entertainment,17,229,0,0,22702,3.66
LinkedIn,Post,Sports,9,162,0,0,17144,2.6
Instagram,Reel,FinTech,15,161,0,0,35125,5.23
Twitter,Tweet,Travel,16,120,0,1,15630,3.51
Twitter,Thread,Gaming,8,136,0,0,20915,2.95
Facebook,Image,RealEstate,7,119,0,1,24282,3.9
Twitter,Thread,Healthcare,8,104,0,1,31557,4.28
YouTube,Video,EdTech,23,219,1,0,43869,6.23
YouTube,Live,Fitness,10,127,1,1,39389,7.27
LinkedIn,Article,Tech,13,190,0,0,22535,3.82
LinkedIn,Article,Fitness,23,156,0,1,35740,4.2
Twitter,Thread,Travel,16,146,1,1,29352,4.43
Facebook,Image,Food,6,199,0,1,27648,4.16
LinkedIn,Article,Food,7,142,1,1,31131,5.02
LinkedIn,Post,Healthcare,21,78,1,0,31746,4.32
Facebook,Image,Entertainment,9,99,0,0,23960,3.31
Instagram,Image,Entertainment,10,174,1,1,39984,5.91
Facebook,Image,Gaming,22,216,1,1,18600,4.5
Twitter,Thread,EdTech,13,118,0,0,25474,3.73
Facebook,Image,Beauty,8,203,0,1,33363,4.42
Twitter,Thread,Beauty,19,133,0,1,34649,5.28
Twitter,Thread,Travel,23,220,1,1,42036,5.07
Twitter,Thread,Fashion,18,54,0,1,37878,5.21
Twitter,Tweet,Food,10,82,0,0,25665,3.53
LinkedIn,Article,Fitness,7,91,0,0,27428,3.74
LinkedIn,Post,Sports,14,226,0,1,28168,4.35
Facebook,Post,Fitness,14,50,1,1,24990,5.06
Twitter,Thread,Healthcare,23,207,1,1,31790,4.59
Facebook,Image,Sports,15,194,0,0,31819,3.75
YouTube,Video,Gaming,13,136,1,1,27936,7.09
Instagram,Reel,Gaming,13,200,0,0,27818,5.13
Facebook,Post,Gaming,14,153,0,0,27077,3.58
YouTube,Live,RealEstate,15,117,1,0,38752,5.99
YouTube,Shorts,RealEstate,6,84,1,1,41460,6.89
Twitter,Thread,Fashion,10,74,1,0,13438,3.2
Facebook,Video,Entertainment,12,237,0,1,36484,5.44
YouTube,Shorts,Entertainment,11,226,0,0,25993,5.46
Twitter,Thread,Beauty,15,105,0,0,24307,3.05
Instagram,Image,Sports,9,108,1,1,31792,5.27
LinkedIn,Article,Entertainment,15,159,1,0,31563,4.47
Facebook,Video,Entertainment,8,153,1,1,35599,5.47
LinkedIn,Post,Tech,18,188,1,1,44193,5.79
LinkedIn,Article,Entertainment,9,89,1,1,32991,4.24
LinkedIn,Post,Beauty,19,190,0,0,26671,4.03
Instagram,Carousel,Travel,11,222,1,1,25364,5.4
YouTube,Video,Travel,15,101,0,1,35710,6.33
YouTube,Live,Entertainment,6,187,1,1,46618,6.71
Instagram,Post,Healthcare,8,221,1,0,30354,4.91
LinkedIn,Post,Tech,11,195,1,1,34088,5.23
Facebook,Video,Fashion,23,237,1,1,31471,5.69
Twitter,Thread,Gaming,10,168,1,0,34176,4.26
Twitter,Thread,Entertainment,6,212,0,0,13757,2.41
LinkedIn,Post,Gaming,22,77,0,0,14870,2.68
Instagram,Reel,Beauty,22,225,0,0,25112,4.61
Facebook,Video,Gaming,16,147,0,1,22700,4.91
YouTube,Shorts,Gaming,15,174,1,1,37986,6.8
YouTube,Shorts,Healthcare,12,65,0,1,45953,6.08
YouTube,Live,Travel,23,239,1,0,44758,6.15
YouTube,Video,Fashion,9,185,1,1,56629,7.22
Facebook,Image,FinTech,19,133,1,0,32128,5.54
LinkedIn,Post,Food,9,103,0,0,18988,2.68
Facebook,Post,Fitness,20,107,0,0,31201,4.05
Facebook,Post,Travel,9,241,1,1,17761,3.63
YouTube,Shorts,Fitness,21,221,0,0,31790,6.58
YouTube,Video,EdTech,14,226,1,1,50634,7.96
YouTube,Live,Gaming,17,243,0,0,37028,5.26
YouTube,Shorts,Fitness,17,113,1,1,39749,7.86
LinkedIn,Article,FinTech,18,95,0,0,30119,4.7
Twitter,Thread,Fashion,14,74,0,1,36968,4.96
Twitter,Tweet,Travel,14,94,0,1,31427,3.85
Facebook,Image,Entertainment,22,237,0,1,26819,4.31
Twitter,Tweet,FinTech,9,199,0,0,15184,2.01
Instagram,Image,Entertainment,7,212,1,0,23857,4.28
Instagram,Image,Fitness,19,189,1,0,41579,5.49
Instagram,Image,Healthcare,17,80,0,1,42435,5.04
Facebook,Image,Gaming,19,248,0,1,24792,4.99
LinkedIn,Post,Travel,10,181,0,1,23229,4.06
Instagram,Carousel,Sports,14,182,0,1,25618,5.33
LinkedIn,Article,RealEstate,21,64,1,0,30674,5.48
YouTube,Live,Tech,15,217,1,0,40259,5.65
Facebook,Video,Fashion,19,66,0,1,24660,5.24
Twitter,Thread,Travel,23,200,1,0,33010,3.94
Twitter,Thread,EdTech,11,69,0,0,16611,3.24
Instagram,Image,Healthcare,21,56,0,0,25610,4.47
Twitter,Tweet,Sports,15,142,0,1,35755,4.11
Twitter,Tweet,Fitness,18,216,1,0,37563,4.48
YouTube,Shorts,EdTech,22,64,0,0,36758,4.97
YouTube,Video,Food,15,226,1,0,37218,5.23
YouTube,Live,EdTech,12,101,1,0,33297,6.15
Facebook,Video,Gaming,8,59,0,0,36455,4.96
LinkedIn,Article,Sports,15,182,0,1,30570,4.89
Facebook,Post,Fashion,19,123,0,1,34747,5.48
Facebook,Video,Food,17,79,0,1,25445,4.93
Twitter,Thread,Sports,16,175,1,0,32461,3.7
LinkedIn,Post,Travel,19,145,1,0,30855,5.17
Facebook,Image,RealEstate,23,75,0,1,20162,4.0
Twitter,Thread,FinTech,13,98,0,0,24516,4.13
Facebook,Post,Gaming,11,171,0,0,23314,3.06
Instagram,Reel,Sports,21,75,1,0,38722,7.28
Twitter,Thread,Entertainment,13,231,1,1,38100,5.7
Facebook,Video,Beauty,23,200,1,1,37835,6.0
Twitter,Thread,Tech,17,247,0,1,26386,4.07
LinkedIn,Post,RealEstate,17,83,1,1,24612,4.92
Facebook,Post,FinTech,16,100,0,1,23179,4.07
